"World Health Organization declares the coronavirus outbreak a global pandemicPUBLISHED WED, MAR 11 2020 12:27 PM EDTUPDATED 26 MIN AGOhttps://www.cnbc.com/2020/03/11/who-declares…"
The panic continues...
"-:- Message from Tripadvisor staff -:-This post has been removed at the author's request. The author may repost if desired.Posts on the Tripadvisor forums may be edited for a short period of time. Once the edit period has expired, authors may update their posts by removing and reposting them.To read more about editing your posts, please follow this link: http://www.tripadvisor.com/help/how_to_edit_your_postsRemoved on: 6:05 pm, March 12, 2020"
"It appears, it is Disney. Trouble times. Everyone stay safe!"
Sadly it’s gotten pretty intense now. Hope everyone stays safe.
"This is not a panic. It is a rational response, following a month of not taking this seriously."
I like to think my going out and buying 24 boxes of toilet paper is a rational response.
"Interesting.Many, on several other forums are up in arms, concerning the use of the “P-word.”Guess that it depends on which side the bread is buttered on?Hunt"
"Hunt, which ""p"" word are you talking about....panic or pandemic?"
