"Hello,Does anyone know if the hotels are opened by the beach? Also, what is the situation with restaurants, are they all closed? Thanks in advance!"
"Stay put... Virginia constantly changing numbers.See link below, 4 cases currently in V.B.https://www.wtvr.com/news/national-news/coro…Virginia Beach further Info below.https:/…"
Some restaurants are closing voluntarily. Fast food places are closing the dining room and keeping the drive through open.
"Hotels are still open. One or 2 restaurants there are open to sit down customers, but most fast food and restaurants are doing drive thru and take out."
