"All shisha cafes and coffee shops in Abu Dhabi were ordered to stop serving hookah to their customers from Thursday March 12, as a precautionary step to limit the spread of coronavirus in the AD emirate.https://gulfnews.com/uae/coronavirus-shisha-…"
"All massager parlours and spas in Dubai have been instructed to suspend the operations starting today, 15th March, 2020 until the end of the month.https:/…"
