"Kindly help me as i will go to Krabi in feb20 ,is there visa on arrival counter present or not ??I am confused ."
"‘I am confused’So is a good percentage of Indians who use TA. Seems to be an epidemic of confusion in India. Krabi is an international airport so yes it has VOA counter.Edited: 10:31 am, November 01, 2019 "
