"Hey,Could somebody please provide a link with statistics of new COVID-19 cases in Mallorca (or Balearic)?Thank you"
Hi. Paste this link into google chrome and hit translate if you don’t read Spanish. Cheers.https://www.ultimahora.es/noticias/local/202…
