Hai.. I would like to know the status of covid-19 at krabi? I will fo for krabi next week. Tq
"Now almost every traveler starts his/her own OP on this subject, instead of doing a proper research. Traffic fatalities nobody talks about are still much higher."
"How would we know, we are merely Travers just like you are. Pointless posting on a travel forum as 99% of posters are from elsewhere."
